2005-01-03,21.2669
2005-01-04,21.2888
2005-01-05,20.9584
2005-01-06,20.6765
2005-01-07,21.028
2005-01-10,20.6215
2005-01-11,20.6118
2005-01-12,20.5584
2005-01-13,20.1129
2005-01-14,20.3221
2005-01-17,20.0984
2005-01-18,20.2855
2005-01-19,20.0984
2005-01-20,22.3263
2005-01-24,21.7812
2005-01-25,22.0112
2005-01-27,22.4476
2005-01-28,22.686
2005-01-31,22.0574
2005-02-01,21.8624
2005-02-02,21.4629
2005-02-03,21.5311
2005-02-04,21.7223
2005-02-07,21.5635
2005-02-08,21.3964
2005-02-09,21.5043
2005-02-10,21.5373
2005-02-11,21.6056
2005-02-14,21.3237
2005-02-15,21.2859
2005-02-16,21.13
2005-02-17,21.0386
2005-02-18,20.774
2005-02-21,20.4832
2005-02-22,20.8038
2005-02-23,20.7851
2005-02-24,21.0039
2005-02-25,20.8466
2005-02-28,20.9674
2005-03-01,21.6686
2005-03-02,21.702
2005-03-03,21.7909
2005-03-04,22.2023
2005-03-07,22.0452
2005-03-08,22.379
2005-03-09,22.2203
2005-03-10,22.348
2005-03-11,21.7853
2005-03-14,21.5958
2005-03-15,21.6736
2005-03-16,21.6508
2005-03-17,21.5966
2005-03-18,21.2347
2005-03-21,20.9987
2005-03-22,20.6345
2005-03-23,20.8112
2005-03-24,21.3957
2005-03-28,21.2984
2005-03-29,20.6628
2005-03-30,20.7439
2005-03-31,21.7643
2005-04-01,21.9918
2005-04-04,21.8689
2005-04-05,21.8662
2005-04-06,22.1822
2005-04-07,22.2544
2005-04-08,22.7028
2005-04-11,22.6519
2005-04-12,22.7053
2005-04-13,22.9265
2005-04-15,22.2996
2005-04-18,22.3351
2005-04-19,22.1756
2005-04-20,22.2073
2005-04-21,22.6581
2005-04-22,22.5691
2005-04-25,22.4567
2005-04-26,22.3498
2005-04-27,22.6996
2005-04-28,23.5102
2005-04-29,23.2788
2005-05-02,22.7959
2005-05-03,22.8989
2005-05-04,23.1023
2005-05-05,22.9294
2005-05-06,23.3442
2005-05-09,24.0294
2005-05-10,23.7953
2005-05-11,23.9514
2005-05-12,23.7482
2005-05-13,23.9621
2005-05-16,24.0989
2005-05-17,23.9573
2005-05-18,24.0535
2005-05-19,24.2941
2005-05-20,24.2512
2005-05-23,24.1744
2005-05-24,24.3175
2005-05-25,24.5372
2005-05-26,24.8053
2005-05-27,25.4345
2005-05-30,25.2294
2005-05-31,25.9083
2005-06-01,25.7746
2005-06-02,25.2708
2005-06-03,25.6223
2005-06-06,25.6062
2005-06-07,25.0983
2005-06-08,25.6067
2005-06-09,25.5234
2005-06-10,25.2895
2005-06-13,25.4263
2005-06-14,25.4457
2005-06-15,25.3356
2005-06-16,25.0927
2005-06-17,25.0401
2005-06-20,24.9105
2005-06-21,25.0417
2005-06-22,25.5786
2005-06-23,25.5218
2005-06-24,25.9778
2005-06-27,26.4889
2005-06-28,25.7755
2005-06-29,26.1513
2005-06-30,26.7147
2005-07-01,27.0711
2005-07-04,27.2604
2005-07-05,27.1132
2005-07-06,27.1405
2005-07-07,27.203
2005-07-08,27.5999
2005-07-11,27.6049
2005-07-12,28.2445
2005-07-13,28.0162
2005-07-14,28.6098
2005-07-15,28.6421
2005-07-18,28.6348
2005-07-19,27.9589
2005-07-20,27.5655
2005-07-21,26.9433
2005-07-22,27.0944
2005-07-25,27.4603
2005-07-26,27.9184
2005-07-27,27.8666
2005-07-29,27.7091
2005-08-01,27.414
2005-08-02,27.5169
2005-08-03,28.2538
2005-08-04,28.6233
2005-08-05,28.6552
2005-08-08,28.4271
2005-08-09,28.0586
2005-08-10,28.6307
2005-08-11,28.4271
2005-08-12,27.9069
2005-08-16,28.0256
2005-08-17,28.183
2005-08-18,27.9399
2005-08-19,27.7658
2005-08-22,27.8212
2005-08-23,27.8773
2005-08-24,27.9711
2005-08-25,28.0866
2005-08-26,28.2934
2005-08-29,28.038
2005-08-30,28.1731
2005-08-31,28.5499
2005-09-01,28.5027
2005-09-02,28.5878
2005-09-05,29.5614
2005-09-06,30.1729
2005-09-08,30.0576
2005-09-09,30.2075
2005-09-12,30.811
2005-09-13,31.1925
2005-09-14,30.6048
2005-09-15,30.9873
2005-09-16,30.9682
2005-09-19,31.9806
2005-09-20,31.8082
2005-09-21,34.6574
2005-09-22,33.7548
2005-09-23,34.0638
2005-09-26,35.3991
2005-09-27,35.0531
2005-09-28,34.8428
2005-09-29,34.1751
2005-09-30,33.8164
2005-10-03,33.7917
2005-10-04,33.7917
2005-10-05,32.5183
2005-10-06,31.591
2005-10-07,31.2446
2005-10-10,31.8507
2005-10-11,31.5662
2005-10-13,31.7394
2005-10-14,30.9481
2005-10-17,30.6638
2005-10-18,30.7997
2005-10-19,29.835
2005-10-20,28.7719
2005-10-21,29.9962
2005-10-24,28.945
2005-10-25,29.2294
2005-10-26,28.8337
2005-10-27,28.6237
2005-10-28,28.4998
2005-10-31,29.7486
2005-11-02,30.9107
2005-11-07,31.1088
