Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
1996-03-18,234.0,235.0,234.0,235.0,234.83333333333,1200.0,7.0,281800.0,,,1.0,1.0
1996-03-19,232.0,232.0,232.0,232.0,232.0,300.0,3.0,69600.0,,,0.0,0.0
1996-03-21,232.0,232.0,230.0,232.0,234.70349907919,54300.0,24.0,12744400.0,,,2.0,0.0
1996-03-22,232.0,234.0,232.0,234.0,232.15384615385,2600.0,15.0,603600.0,,,2.0,2.0
1996-03-25,232.0,232.0,232.0,232.0,232.0,1100.0,8.0,255200.0,,,0.0,0.0
1996-03-26,232.0,234.0,232.0,232.0,232.13333333333,3000.0,16.0,696400.0,,,2.0,0.0
1996-03-27,232.0,232.0,226.0,230.0,230.14285714286,1400.0,6.0,322200.0,,,6.0,-2.0
1996-03-29,224.0,224.0,212.0,212.0,218.28571428571,700.0,5.0,152800.0,,,12.0,-12.0
1996-04-02,214.0,216.0,214.0,216.0,214.72,2500.0,10.0,536800.0,,,2.0,2.0
1996-04-03,212.0,216.0,212.0,216.0,215.84,2500.0,14.0,539600.0,,,4.0,4.0
1996-04-04,218.0,218.0,214.0,214.0,215.0,1400.0,8.0,301000.0,,,4.0,-4.0
1996-04-05,216.0,216.0,216.0,216.0,216.0,1200.0,4.0,259200.0,,,0.0,0.0
1996-04-08,220.0,222.0,220.0,222.0,221.33333333333,900.0,7.0,199200.0,,,2.0,2.0
1996-04-09,222.0,222.0,218.0,222.0,220.4,1500.0,14.0,330600.0,,,4.0,0.0
1996-04-10,218.0,220.0,216.0,220.0,217.82222222222,4500.0,11.0,980200.0,,,4.0,2.0
1996-04-11,218.0,220.0,214.0,220.0,218.92682926829,4100.0,22.0,897600.0,,,6.0,2.0
1996-04-12,218.0,224.0,218.0,222.0,221.68,2500.0,14.0,554200.0,,,6.0,4.0
1996-04-15,220.0,226.0,220.0,224.0,224.12903225806,3100.0,15.0,694800.0,,,6.0,4.0
1996-04-16,226.0,226.0,224.0,224.0,224.44444444444,900.0,8.0,202000.0,,,2.0,-2.0
1996-04-17,226.0,232.0,222.0,232.0,231.11740890688,24700.0,29.0,5708600.0,,,10.0,6.0
1996-04-18,236.0,236.0,228.0,234.0,231.59550561798,8900.0,37.0,2061200.0,,,8.0,-2.0
1996-04-22,240.0,242.0,236.0,238.0,239.15,4000.0,29.0,956600.0,,,6.0,-2.0
1996-04-23,232.0,240.0,232.0,240.0,238.33333333333,3000.0,23.0,715000.0,,,8.0,8.0
1996-04-24,244.0,246.0,240.0,246.0,244.14814814815,2700.0,18.0,659200.0,,,6.0,2.0
