Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
1992-03-02,300.0,325.0,300.0,315.0,0.0,0.0,0.0,0.0,,,25.0,15.0
1992-03-03,300.0,325.0,300.0,312.5,0.0,0.0,0.0,0.0,,,25.0,12.5
1992-03-10,350.0,375.0,325.0,350.0,0.0,0.0,0.0,0.0,,,50.0,0.0
1992-03-11,310.0,375.0,310.0,325.0,0.0,0.0,0.0,0.0,,,65.0,15.0
1992-03-12,325.0,350.0,310.0,310.0,0.0,0.0,0.0,0.0,,,40.0,-15.0
1992-03-13,310.0,350.0,310.0,350.0,0.0,0.0,0.0,0.0,,,40.0,40.0
1992-03-17,325.0,375.0,325.0,350.0,0.0,0.0,0.0,0.0,,,50.0,25.0
1992-03-18,325.0,375.0,325.0,350.0,0.0,0.0,0.0,0.0,,,50.0,25.0
1992-03-20,325.0,375.0,325.0,365.0,0.0,0.0,0.0,0.0,,,50.0,40.0
1992-03-24,350.0,425.0,350.0,375.0,0.0,0.0,0.0,0.0,,,75.0,25.0
1992-03-25,425.0,425.0,375.0,385.0,0.0,0.0,0.0,0.0,,,50.0,-40.0
1992-03-27,375.0,425.0,350.0,375.0,0.0,0.0,0.0,0.0,,,75.0,0.0
1992-03-30,375.0,425.0,350.0,375.0,0.0,0.0,0.0,0.0,,,75.0,0.0
1992-03-31,375.0,400.0,375.0,400.0,0.0,0.0,0.0,0.0,,,25.0,25.0
1995-05-02,310.0,325.0,300.0,310.0,0.0,0.0,0.0,0.0,,,25.0,0.0
1995-05-03,295.0,300.0,280.0,300.0,0.0,0.0,0.0,0.0,,,20.0,5.0
1995-05-04,295.0,300.0,290.0,300.0,0.0,0.0,0.0,0.0,,,10.0,5.0
1995-05-05,300.0,305.0,290.0,300.0,0.0,0.0,0.0,0.0,,,15.0,0.0
1995-05-08,305.0,305.0,290.0,305.0,0.0,0.0,0.0,0.0,,,15.0,0.0
1995-05-09,300.0,305.0,290.0,305.0,0.0,0.0,0.0,0.0,,,15.0,5.0
1995-05-10,300.0,315.0,300.0,315.0,0.0,0.0,0.0,0.0,,,15.0,15.0
1995-05-12,310.0,315.0,305.0,315.0,0.0,0.0,0.0,0.0,,,10.0,5.0
1995-05-15,305.0,315.0,305.0,315.0,0.0,0.0,0.0,0.0,,,10.0,10.0
1995-05-16,300.0,310.0,300.0,307.5,0.0,0.0,0.0,0.0,,,10.0,7.5
1995-05-17,300.0,307.5,300.0,305.0,0.0,0.0,0.0,0.0,,,7.5,5.0
1995-05-18,302.5,315.0,302.5,315.0,0.0,0.0,0.0,0.0,,,12.5,12.5
1995-05-19,305.0,320.0,305.0,320.0,0.0,0.0,0.0,0.0,,,15.0,15.0
1995-05-22,310.0,315.0,305.0,310.0,0.0,0.0,0.0,0.0,,,10.0,0.0
1995-05-23,300.0,310.0,300.0,310.0,0.0,0.0,0.0,0.0,,,10.0,10.0
1995-05-24,300.0,310.0,295.0,310.0,0.0,0.0,0.0,0.0,,,15.0,10.0
1995-05-25,305.0,305.0,305.0,305.0,0.0,0.0,0.0,0.0,,,0.0,0.0
1995-05-26,295.0,305.0,295.0,305.0,0.0,0.0,0.0,0.0,,,10.0,10.0
1995-05-29,305.0,305.0,295.0,305.0,0.0,0.0,0.0,0.0,,,10.0,0.0
1995-05-30,300.0,305.0,300.0,305.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1995-05-31,300.0,305.0,295.0,305.0,0.0,0.0,0.0,0.0,,,10.0,5.0
1996-03-18,263.0,263.0,262.0,262.0,262.90909090909,1100.0,6.0,289200.0,,,1.0,-1.0
1996-03-19,262.5,262.5,260.0,262.5,261.44117647059,1700.0,9.0,444450.0,,,2.5,0.0
1996-03-21,260.0,262.5,260.0,260.0,260.25,2000.0,10.0,520500.0,,,2.5,0.0
1996-03-22,257.5,262.5,257.5,262.5,260.44117647059,1700.0,13.0,442750.0,,,5.0,5.0
1996-03-25,260.0,260.0,260.0,260.0,260.0,1700.0,4.0,442000.0,,,0.0,0.0
1996-03-26,260.0,262.5,260.0,262.5,260.02631578947,9500.0,10.0,2470250.0,,,2.5,2.5
1996-03-27,260.0,260.0,260.0,260.0,260.0,300.0,2.0,78000.0,,,0.0,0.0
1996-03-29,262.5,262.5,260.0,260.0,260.38461538462,2600.0,10.0,677000.0,,,2.5,-2.5
1996-04-02,260.0,262.5,260.0,260.0,260.29411764706,1700.0,6.0,442500.0,,,2.5,0.0
1996-04-03,262.5,267.5,262.5,267.5,264.76495726496,11700.0,24.0,3097750.0,,,5.0,5.0
1996-04-04,267.5,267.5,265.0,265.0,265.38194444444,7200.0,25.0,1910750.0,,,2.5,-2.5
1996-04-05,265.0,265.0,262.5,265.0,264.16666666667,1800.0,11.0,475500.0,,,2.5,0.0
1996-04-08,267.5,267.5,265.0,265.0,265.83333333333,3600.0,13.0,957000.0,,,2.5,-2.5
1996-04-09,265.0,267.5,262.5,262.5,266.06164383562,7300.0,16.0,1942250.0,,,5.0,-2.5
1996-04-10,265.0,267.5,262.5,265.0,264.92857142857,3500.0,16.0,927250.0,,,5.0,0.0
1996-04-11,267.5,267.5,265.0,265.0,265.625,1600.0,8.0,425000.0,,,2.5,-2.5
1996-04-12,265.0,267.5,265.0,265.0,265.17857142857,1400.0,11.0,371250.0,,,2.5,0.0
1996-04-15,265.0,267.5,265.0,265.0,265.625,1600.0,7.0,425000.0,,,2.5,0.0
1996-04-16,265.0,267.5,265.0,267.5,265.55555555556,1800.0,12.0,478000.0,,,2.5,2.5
1996-04-17,267.5,275.0,267.5,272.5,268.29710144928,13800.0,22.0,3702500.0,,,7.5,5.0
1996-04-18,275.0,285.0,275.0,285.0,281.27777777778,9000.0,46.0,2531500.0,,,10.0,10.0
1996-04-22,290.0,292.5,285.0,285.0,285.55194805195,7700.0,46.0,2198750.0,,,7.5,-5.0
1996-04-23,282.5,282.5,277.5,280.0,279.8,5000.0,35.0,1399000.0,,,5.0,-2.5
1996-04-24,285.0,290.0,282.5,290.0,285.05102040816,4900.0,25.0,1396750.0,,,7.5,5.0
1996-04-25,287.5,295.0,287.5,295.0,293.88586956522,9200.0,30.0,2703750.0,,,7.5,7.5
1996-04-26,292.5,292.5,285.0,287.5,288.203125,3200.0,22.0,922250.0,,,7.5,-5.0
1996-04-30,282.5,282.5,280.0,280.0,281.15384615385,3900.0,11.0,1096500.0,,,2.5,-2.5
1996-05-02,280.0,282.5,277.5,282.5,278.9,2500.0,12.0,697250.0,,,5.0,2.5
1996-05-03,280.0,285.0,280.0,282.5,284.81097560976,41000.0,16.0,11677250.0,,,5.0,2.5
1996-05-06,280.0,285.0,275.0,285.0,283.73348017621,22700.0,31.0,6440750.0,,,10.0,5.0
1996-05-08,285.0,287.5,285.0,287.5,285.52631578947,3800.0,20.0,1085000.0,,,2.5,2.5
1996-05-09,287.5,292.5,285.0,287.5,287.62195121951,8200.0,16.0,2358500.0,,,7.5,0.0
1996-05-10,287.5,290.0,280.0,290.0,285.5303030303,6600.0,25.0,1884500.0,,,10.0,2.5
1996-05-13,285.0,285.0,282.5,285.0,284.54268292683,8200.0,12.0,2333250.0,,,2.5,0.0
1996-05-14,285.0,287.5,285.0,285.0,285.625,400.0,4.0,114250.0,,,2.5,0.0
1996-05-15,285.0,285.0,285.0,285.0,285.21929824561,11400.0,10.0,3251500.0,,,0.0,0.0
1996-05-16,287.5,295.0,287.5,290.0,288.14606741573,8900.0,22.0,2564500.0,,,7.5,2.5
1996-05-17,285.0,295.0,285.0,292.5,289.14728682171,12900.0,16.0,3730000.0,,,10.0,7.5
1996-05-20,290.0,292.5,290.0,292.5,291.77325581395,8600.0,16.0,2509250.0,,,2.5,2.5
1996-05-21,290.0,292.5,290.0,290.0,293.52507374631,33900.0,24.0,9950500.0,,,2.5,0.0
1996-05-22,300.0,300.0,290.0,290.0,295.22511848341,42200.0,23.0,12458500.0,,,10.0,-10.0
1996-05-23,295.0,297.5,292.5,297.5,294.81651376147,10900.0,27.0,3213500.0,,,5.0,2.5
1996-05-24,295.0,297.5,292.5,295.0,295.17857142857,1400.0,10.0,413250.0,,,5.0,0.0
1996-05-27,292.5,292.5,290.0,290.0,290.01857355126,67300.0,10.0,19518250.0,,,2.5,-2.5
1996-05-28,287.5,287.5,285.0,287.5,287.14285714286,1400.0,9.0,402000.0,,,2.5,0.0
1996-05-29,287.5,292.5,285.0,292.5,287.98076923077,2600.0,9.0,748750.0,,,7.5,5.0
