Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
1991-01-03,140.0,145.0,140.0,145.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-01-07,140.0,146.0,140.0,145.0,0.0,0.0,0.0,0.0,,,6.0,5.0
1991-01-09,143.75,145.0,143.75,145.0,0.0,0.0,0.0,0.0,,,1.25,1.25
1991-01-11,142.5,145.0,142.5,143.75,0.0,0.0,0.0,0.0,,,2.5,1.25
1991-01-14,143.75,145.0,142.5,145.0,0.0,0.0,0.0,0.0,,,2.5,1.25
1991-01-23,143.75,147.0,141.25,145.0,0.0,0.0,0.0,0.0,,,5.75,1.25
1991-01-24,145.0,145.0,143.75,143.75,0.0,0.0,0.0,0.0,,,1.25,-1.25
1991-01-25,145.0,145.0,142.5,143.75,0.0,0.0,0.0,0.0,,,2.5,-1.25
1991-01-31,145.0,146.25,143.75,143.75,0.0,0.0,0.0,0.0,,,2.5,-1.25
1991-02-01,143.0,145.0,142.5,145.0,0.0,0.0,0.0,0.0,,,2.5,2.0
1991-02-04,145.0,147.0,145.0,147.0,0.0,0.0,0.0,0.0,,,2.0,2.0
1991-02-05,145.0,147.5,145.0,146.25,0.0,0.0,0.0,0.0,,,2.5,1.25
1991-02-06,148.75,148.75,146.25,147.5,0.0,0.0,0.0,0.0,,,2.5,-1.25
1991-02-07,147.5,147.5,145.0,147.0,0.0,0.0,0.0,0.0,,,2.5,-0.5
1991-02-08,146.25,147.5,146.25,147.0,0.0,0.0,0.0,0.0,,,1.25,0.75
1991-02-11,147.5,147.5,145.0,147.5,0.0,0.0,0.0,0.0,,,2.5,0.0
1991-02-13,147.5,148.0,145.0,147.5,0.0,0.0,0.0,0.0,,,3.0,0.0
1991-02-14,146.25,150.0,146.25,150.0,0.0,0.0,0.0,0.0,,,3.75,3.75
1991-02-15,148.75,152.5,148.75,151.25,0.0,0.0,0.0,0.0,,,3.75,2.5
1991-02-19,152.5,161.25,152.5,160.0,0.0,0.0,0.0,0.0,,,8.75,7.5
1991-02-20,160.0,160.0,157.5,158.75,0.0,0.0,0.0,0.0,,,2.5,-1.25
1991-02-21,157.5,160.0,157.5,158.75,0.0,0.0,0.0,0.0,,,2.5,1.25
1991-02-22,160.0,166.25,158.75,160.0,0.0,0.0,0.0,0.0,,,7.5,0.0
1991-02-26,160.0,165.0,157.5,160.0,0.0,0.0,0.0,0.0,,,7.5,0.0
1991-02-27,159.0,163.75,159.0,161.25,0.0,0.0,0.0,0.0,,,4.75,2.25
1991-02-28,161.0,163.75,160.0,162.5,0.0,0.0,0.0,0.0,,,3.75,1.5
1991-03-04,161.25,162.5,157.5,162.5,0.0,0.0,0.0,0.0,,,5.0,1.25
1991-03-05,161.25,166.0,161.25,164.0,0.0,0.0,0.0,0.0,,,4.75,2.75
1991-03-07,161.25,162.5,157.5,161.25,0.0,0.0,0.0,0.0,,,5.0,0.0
1991-03-08,160.0,163.75,160.0,162.5,0.0,0.0,0.0,0.0,,,3.75,2.5
1991-03-11,162.5,163.75,162.5,163.75,0.0,0.0,0.0,0.0,,,1.25,1.25
1991-03-12,161.25,163.75,161.25,162.5,0.0,0.0,0.0,0.0,,,2.5,1.25
1991-03-13,163.0,165.0,163.0,165.0,0.0,0.0,0.0,0.0,,,2.0,2.0
1991-03-15,163.75,167.5,163.0,165.0,0.0,0.0,0.0,0.0,,,4.5,1.25
1991-03-18,162.5,165.0,162.5,163.75,0.0,0.0,0.0,0.0,,,2.5,1.25
1991-03-20,180.0,180.0,171.25,172.5,0.0,0.0,0.0,0.0,,,8.75,-7.5
1991-03-21,172.5,175.0,167.5,172.5,0.0,0.0,0.0,0.0,,,7.5,0.0
1991-03-22,175.0,175.0,165.0,167.5,0.0,0.0,0.0,0.0,,,10.0,-7.5
1991-03-25,168.75,168.75,163.75,166.25,0.0,0.0,0.0,0.0,,,5.0,-2.5
1991-03-26,165.0,168.0,165.0,167.0,0.0,0.0,0.0,0.0,,,3.0,2.0
