Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
1997-09-24,46.5,50.5,44.6,49.45,47.1794565909,3457800.0,3740.0,163137125.0,,,5.9,2.95
1997-09-25,50.0,52.5,49.25,51.75,50.97086241,2679700.0,3137.0,136586620.0,,,3.25,1.75
1997-09-26,52.0,52.25,50.75,51.5,51.3414517097,833500.0,1524.0,42793100.0,,,1.5,-0.5
1997-09-29,51.75,52.25,50.0,50.75,51.2073510502,699900.0,1334.0,35840025.0,,,2.25,-1.0
1997-09-30,50.0,50.0,47.5,48.25,48.6509524346,887200.0,1383.0,43163125.0,,,2.5,-1.75
1997-10-01,48.0,48.0,46.25,47.5,46.9033356318,580100.0,970.0,27208625.0,,,1.75,-0.5
1997-10-03,47.5,49.75,47.25,48.5,48.184398855,943200.0,1415.0,45447525.0,,,2.5,1.0
1997-10-06,48.5,48.5,47.0,47.5,47.6135603845,717900.0,911.0,34181775.0,,,1.5,-1.0
1997-10-07,47.5,47.5,46.25,47.0,46.770388756,501600.0,726.0,23460027.0,,,1.25,-0.5
1997-10-08,47.0,48.0,46.75,47.5,47.3741373048,550600.0,1045.0,26084200.0,,,1.25,0.5
1997-10-09,47.5,49.25,47.25,48.5,48.3866418627,416600.0,886.0,20157875.0,,,2.0,1.0
1997-10-10,48.5,48.75,47.75,47.75,48.1757246377,234600.0,489.0,11302025.0,,,1.0,-0.75
1997-10-13,49.0,50.25,48.0,49.0,48.9358299075,1167600.0,1198.0,57137475.0,,,2.25,0.0
1997-10-14,49.25,49.25,47.0,47.0,47.6809990515,316300.0,593.0,15081500.0,,,2.25,-2.25
1997-10-15,47.5,48.0,47.25,47.75,47.7391706286,189300.0,262.0,9037025.0,,,0.75,0.25
1997-10-16,48.25,48.75,47.75,48.75,48.4276204565,236600.0,365.0,11457975.0,,,1.0,0.5
1997-10-17,48.75,49.0,48.0,48.25,48.4085243553,349000.0,413.0,16894575.0,,,1.0,-0.5
1997-10-20,49.0,50.0,49.0,49.5,49.4514024788,306600.0,528.0,15161800.0,,,1.0,0.5
1997-10-21,49.75,53.0,48.75,52.75,50.6641200694,922800.0,1574.0,46752850.0,,,4.25,3.0
1997-10-22,52.75,53.0,51.5,52.0,52.205221276,716300.0,1052.0,37394600.0,,,1.5,-0.75
1997-10-23,52.0,52.0,50.25,50.5,50.8575757576,165000.0,474.0,8391500.0,,,1.75,-1.5
1997-10-24,50.0,51.25,49.5,50.75,50.3078884733,294100.0,544.0,14795550.0,,,1.75,0.75
1997-10-27,50.5,51.0,48.75,49.0,49.9617737003,163500.0,268.0,8168750.0,,,2.25,-1.5
1997-10-30,48.5,49.0,48.0,48.75,48.4213990826,43600.0,229.0,2111173.0,,,1.0,0.25
1997-11-03,48.75,49.0,47.75,48.0,48.0949023861,46100.0,129.0,2217175.0,,,1.25,-0.75
